Sale_Price,No of Bedrooms,No of Bathrooms,No of Floors,Flat Area (in Sqft),Lot Area (in Sqft),Age of House (in Years),Area of the House from Basement (in Sqft),Basement Area (in Sqft),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),No of Times Visited,Overall Grade,Year since Renovation,Waterfront_view_Yes,Ever_Renovated_Yes,House_conditions_Fair,House_conditions_Okay,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
530000,2,2,1,1680,4950,12,1680,0,47.7194,-122.022,1570,4800,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
524000,2,2,1,1450,2272,94,750,700,47.633,-122.282,2170,4370,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
430000,4,2.25,1.5,2020,4840,93,1200,820,47.5576,-122.376,1410,4840,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1129743.75,4,3.25,1.5,2470,4760,112,1890,580,47.6331,-122.31,2470,4760,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210000,3,1,1,1230,12201,49,1230,0,47.3285,-122.134,1230,10780,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
449000,4,2.5,1,1850,5040,88,1230,620,47.5386,-122.373,1010,5040,0,7,4,0,1,1,0,0,1,0,0,0,0,0,0,0
945000,2,2.5,2,2540,7089,14,2540,0,47.5747,-122.414,1330,7089,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
200450,3,1,1,970,9130,61,970,0,47.4369,-122.272,1000,8886,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219950,3,1.5,1,1070,6601,33,1070,0,47.3115,-122.209,1030,6614,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
659500,4,3,1,2620,18362,62,1870,750,47.5646,-122.184,2630,16792,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
746000,4,2.75,1.5,2110,8190,52,2110,0,47.6269,-122.1,2420,8400,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
540000,3,1.75,1,2110,7129,36,1280,830,47.7219,-122.102,1810,8674,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
485000,5,2,1,1910,5508,50,1020,890,47.7074,-122.349,1030,7440,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
202000,2,1,1,670,7844,76,670,0,47.5165,-122.372,740,7218,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1129743.75,4,3.625,1,4230,19158.125,68,3740,1400,47.5547,-122.144,2560,17561.25,0,10,26,0,1,1,0,0,0,0,0,0,1,0,0,0
502000,3,2.75,1,2010,11200,39,1360,650,47.7728,-122.253,2200,10640,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
279000,2,2.75,1,1770,10534,15,1210,560,47.2773,-122.276,1600,17400,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
409500,3,1,1,1340,4120,97,1040,300,47.6916,-122.352,1270,4635,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
453000,3,2,1,1660,15050,35,1260,400,47.7203,-122.194,1660,7320,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
367000,4,1,1.5,1820,5500,71,1820,0,47.5185,-122.363,1140,5500,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
550000,3,2.5,2,2510,5400,26,2510,0,47.5204,-122.206,1840,5400,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
273500,3,1.5,1,1560,8314,56,1560,0,47.4117,-122.209,1820,8925,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
505000,4,3,1,2280,7400,40,1340,940,47.711,-122.306,1540,7500,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
770000,3,2.5,2,2650,19158.125,24,2650,0,47.668,-122.063,2550,17561.25,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
565000,4,2.25,2,2470,7447,34,2470,0,47.7514,-122.286,2270,7400,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
316000,3,0.75,1,1270,10092,47,1270,0,47.7567,-122.073,1300,10375,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160000,4,1,1.5,1520,7298,58,1520,0,47.3706,-122.31,1520,7298,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170000,3,1,1,1310,9529,62,1310,0,47.4105,-122.295,1330,9529,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
235000,3,1,1,1310,9529,62,1310,0,47.4105,-122.295,1330,9529,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,4,3.5,2,3930,19158.125,19,3740,0,47.6399,-122.158,3665,17561.25,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0
310000,3,1,1,990,7050,51,990,0,47.7274,-122.202,1200,8125,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
285000,4,1.75,1,2080,13629,63,1040,1040,47.4866,-122.232,1780,14659,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280000,2,1,1,960,4920,76,960,0,47.6946,-122.362,1010,5040,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1129743.75,4,3.625,2,4070,13860,14,3740,0,47.59,-122.229,3430,9240,3,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
763776,4,2.5,2,2750,16139,29,2750,0,47.5843,-122.06,2810,13093,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
530000,5,2.75,1,3230,13572,53,1880,1350,47.4393,-122.347,2910,15292,2,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
362000,1.5,1,1.5,890,19158.125,22,890,0,47.7216,-121.883,1670,17561.25,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
430000,2,1,1,990,4920,87,990,0,47.6939,-122.368,990,4960,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0
456500,3,1,1.5,1290,3880,99,1290,0,47.6879,-122.392,1290,4850,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
445000,4,2.5,2,2170,5257,29,2170,0,47.6999,-122.305,1430,7528,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
386900,3,1,1,1330,10500,55,960,370,47.7204,-122.196,1460,11550,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
479000,3,1,1,1340,13750,63,1340,0,47.5771,-122.151,1430,11400,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
525000,3,2.5,2,2200,4544,18,2200,0,47.5319,-121.867,2400,5431,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
272000,4,1.75,1,2520,10890,39,1260,1260,47.3224,-122.343,2090,12375,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
517000,4,1,1.5,1180,13500,68,1180,0,47.7165,-122.308,1580,8976,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
615000,3,1.75,1,2660,7800,67,1330,1330,47.6993,-122.378,1950,6240,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
439000,3,1.75,1,1250,7030,53,1250,0,47.6285,-122.118,1460,7210,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
716000,3,2.5,1,2270,7866,30,2270,0,47.5622,-122.022,2580,8132,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
308000,2,1,1,1080,6250,76,1080,0,47.5128,-122.251,2100,6875,2,7,49,0,1,1,0,0,1,0,0,0,0,0,0,0
800000,3,2.25,2,1620,4500,92,1620,0,47.643,-122.361,1210,4320,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
575000,3,2,1,940,5000,77,880,60,47.6771,-122.398,1420,5000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
219950,3,1.5,1,1620,9310,51,1620,0,47.3665,-122.107,1610,10640,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770000,4,2.5,2,2350,8001,31,2350,0,47.5478,-122.153,2460,8001,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
424950,3,1.75,1,2090,7505,51,2090,0,47.7326,-122.194,1510,7416,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
387000,3,2.25,2,1760,19158.125,34,1760,0,47.5124,-121.866,1910,17561.25,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
790000,4,1.75,1,2050,10920,44,1450,600,47.7431,-122.286,2440,10920,3,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
156000,2,1,1,600,4000,85,600,0,47.5065,-122.339,1290,6973,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
580000,2,1,1,2540,7000,76,1320,1220,47.5259,-122.261,2160,6000,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
490000,4,2.25,2,2090,10869,48,2090,0,47.6715,-122.164,1800,17561.25,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
950000,5,3.25,2,2700,3650,92,2070,630,47.5959,-122.291,1940,4000,2,9,3,0,1,1,0,0,0,1,0,0,0,0,0,0
400000,2,2.5,2,1410,1281,10,1090,320,47.5659,-122.37,1410,2550,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
325000,2,2.5,2,1170,1638,10,1170,0,47.7041,-122.351,1350,1407,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
365000,4,2.5,2,2540,6688,16,2540,0,47.3314,-122.18,2810,6776,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0
255000,3,1.75,1.5,2190,6000,98,2190,0,47.3063,-122.223,1610,6000,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
985000,5,3.5,2,3890,13261,34,2870,1020,47.7246,-122.284,3080,13261,1,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
595000,4,2.5,1,2030,10722,51,1100,930,47.6955,-122.301,1610,9134,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
427500,3,1,1,1350,7085,74,1350,0,47.7318,-122.305,1350,7085,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
728000,3,1.5,1.5,1940,4000,103,1310,630,47.6205,-122.291,1940,4000,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0
549950,2,1,1,1260,4000,78,1000,260,47.6898,-122.384,1780,4000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
650000,3,2,1,2800,10501,64,1400,1400,47.7055,-122.315,2260,6534,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1129743.75,5,3.25,1,3080,13394,50,2230,850,47.6651,-122.19,2810,10720,2,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0
203000,3,1,1,840,6500,49,840,0,47.3637,-122.083,920,4680,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311000,2,1,1,860,3300,115,860,0,47.5496,-122.279,1380,4400,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
387500,5.5,2,1,2400,7684,86,1200,1200,47.7705,-122.269,1290,9800,0,6,11,0,1,1,0,0,1,0,0,0,0,0,0,0
370000,4,2,1,1640,7200,55,1640,0,47.7471,-122.324,1500,9000,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
228000,2,1,1,1060,6100,67,1060,0,47.7317,-122.296,1550,9150,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
740000,2,1.75,1,2080,4800,95,1080,1000,47.6896,-122.362,1310,4800,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200000,4,2,1,2090,6630,44,1070,1020,47.5077,-122.268,1550,7980,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660000,3,1,1,1240,3500,91,1240,0,47.6835,-122.347,1650,3360,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
275000,4,2,2,2030,8426,74,2030,0,47.4806,-122.287,1190,7007,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
708000,2,1,1,1120,5250,80,950,170,47.6496,-122.392,1510,5250,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0
280000,3,2.5,2,1270,9675,25,1270,0,47.4639,-121.8205,1270,11700,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
325000,4,2.5,2,2260,5702,16,2260,0,47.3488,-122.151,2450,6381,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
495000,3,2.5,2,1780,19158.125,23,1780,0,47.4723,-121.8205,1890,17561.25,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
691000,2,2,1.5,1780,3810,96,980,800,47.6474,-122.362,1690,3810,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1129743.75,4,2.5,2,4080,18362,35,3740,0,47.6344,-122.214,3665,17561.25,2,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
329500,3,2.5,1,2120,19158.125,39,1360,760,47.341,-122.265,2330,16016,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348000,3,2.5,2,2060,7458,29,2060,0,47.3045,-122.351,2480,7743,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
425000,2,1,1,1670,6212,71,1670,0,47.7152,-122.282,1670,7272,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
210000,3,1,1,1080,19158.125,76,1080,0,47.5515,-122.357,1380,7620,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285000,2,1,1,1210,4895,67,710,500,47.5202,-122.373,1100,6000,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
222000,3,1,1,990,8840,52,990,0,47.3074,-122.371,1120,8625,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200000,4,2.5,1,1720,9600,57,1120,600,47.2917,-122.188,1520,9400,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
247500,3,2,1,1530,8749,23,1530,0,47.2974,-122.372,1750,8749,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,4,3.625,1,4230,19158.125,12,3740,1150,47.4302,-122.095,3665,17561.25,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0
190000,3,1.75,1,1100,9452,76,1100,0,47.4864,-122.337,1350,9452,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
975000,4,2.5,1.5,3020,4950,97,2020,1000,47.6467,-122.304,2300,5450,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1129743.75,4,3,2,3180,4649,93,2070,1110,47.6583,-122.273,2720,5980,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
283200,4,1.75,1,1830,12540,60,1130,700,47.3348,-122.324,2020,12540,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650000,3,2.5,1,2540,8073,81,1880,660,47.7176,-122.36,2110,7702,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
449500,3,2,1,1770,6610,64,960,810,47.7703,-122.343,2010,4361,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
400000,3,1.75,1,1470,6682,31,1470,0,47.7315,-122.226,1790,7379,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
89950,1.5,1,1,570,4080,76,570,0,47.5098,-122.334,890,5100,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
158800,3,1,1,960,8291,68,960,0,47.5006,-122.334,1110,8231,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
870000,4,3,2,2940,7108,7,2220,720,47.5437,-122.395,2240,7950,1,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
196000,3,1.5,1,1000,18568,29,1000,0,47.2976,-122.271,1610,17420,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
850000,3,1.75,1,2450,8603,78,1340,1110,47.6536,-122.414,2280,5779,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
775000,4,2.5,2,3310,5101,13,3310,0,47.6649,-122.08,3010,5176,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
483500,3,2.5,2,1670,4308,17,1670,0,47.5307,-122.047,1670,2897,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
387000,3,1.5,2,1620,19158.125,28,1620,0,47.767,-121.903,1600,17561.25,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
900000,3,3,2,2990,19158.125,67,2990,0,47.7602,-122.278,1750,15802,0,10,13,0,1,1,0,0,1,0,0,0,0,0,0,0
336000,3,1.5,1,1240,5000,54,1240,0,47.5659,-122.36,1050,5000,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
415000,2,1,1,670,6000,69,670,0,47.561,-122.275,1240,5040,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380000,1.5,0.625,3,1470,979,12,1470,0,47.7145,-122.356,1470,1399,2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
350000,3,1.5,1,1320,4400,109,1320,0,47.6231,-122.292,1350,4400,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1129743.75,4,3.625,2,4230,10369,13,3740,0,47.5285,-122.135,3665,10762,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0
765000,3,1.75,1,2440,5800,73,1320,1120,47.6474,-122.412,2530,5800,3,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
527000,4,2.5,2,2900,6736,5,2900,0,47.4954,-122.152,2900,6736,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
524000,4,2.75,1.5,2310,5000,110,1480,830,47.5502,-122.268,1100,5000,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448000,2,1,1,1110,5413,81,890,220,47.6925,-122.32,1300,5413,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
775000,4,3.25,2,4100,19158.125,37,2500,1400,47.7302,-122.096,3665,17561.25,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
176500,3,1,1.5,930,9900,108,930,0,47.3745,-122.231,930,7200,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750000,4,2.25,1,2420,11120,66,1620,800,47.4954,-122.366,2210,8497,2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1129743.75,4,2.25,1,2870,6000,67,1730,1140,47.6362,-122.282,2370,5500,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250000,3,1,1,1480,6750,60,1480,0,47.505,-122.366,1480,7594,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
759000,3,2.75,1.5,1960,6390,118,1960,0,47.6032,-122.285,2440,5870,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
640000,3,2,1.5,1470,4640,92,1470,0,47.6398,-122.393,1700,5000,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0
990000,3,3.25,2,2460,4182,108,2100,360,47.6782,-122.311,2370,4284,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
395000,4,1.75,1,1960,7945,72,980,980,47.7326,-122.291,1290,7945,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
275000,2,1.5,2,1160,1103,12,890,270,47.7677,-122.315,1160,1086,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
390000,3,2.5,2,1910,4755,21,1910,0,47.4956,-122.162,2460,6099,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
752500,5,2.75,1.5,2720,4680,105,1710,1010,47.6612,-122.363,1670,4800,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
450000,2,1,1.5,1020,5000,112,1020,0,47.6725,-122.396,1490,5000,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0
473000,2,1,1,900,5100,109,900,0,47.6804,-122.378,1400,5100,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
178500,3,1.75,1,1120,10450,45,1120,0,47.4418,-121.8205,1250,10414,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
485000,3,2.5,1,2340,19158.125,33,2340,0,47.4052,-122.028,2700,17561.25,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
215000,3,1.5,1,1410,8415,36,780,630,47.2914,-122.368,1440,7361,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
589000,4,1.75,1,1920,4862,99,1060,860,47.5747,-122.384,1840,4862,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325000,4,1.75,1,1370,9993,100,1370,0,47.7572,-122.228,1650,11592,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
580000,3,2.5,2.5,1590,1937,14,1590,0,47.5903,-122.388,1620,2022,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
181100,4,1.75,1,1850,7500,64,1850,0,47.4217,-122.333,1460,7500,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
345000,3,2,1,1430,4200,110,830,600,47.6462,-122.384,1540,5000,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0
781000,3,1.75,1,1940,8729,58,1460,480,47.7027,-122.282,2250,9165,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
402500,4,1,1.5,1270,3630,115,1270,0,47.6135,-122.307,1420,4848,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
426000,3,1.5,1,1380,7200,70,1080,300,47.5292,-122.348,1220,7200,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389000,3,2.5,2,1720,4515,13,1720,0,47.5426,-121.879,2220,4618,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
670000,5.5,3,2,4050,19158.125,48,2620,1400,47.4708,-122.015,3660,17561.25,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1129743.75,4,3.25,2.5,3660,5800,109,3360,300,47.6283,-122.312,3240,5800,0,10,22,0,1,1,0,0,0,0,0,0,0,1,0,0
288400,3,2.25,2,1870,3230,21,1870,0,47.4915,-122.167,1620,3363,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
700000,4,2,1.5,2230,4635,110,1510,720,47.682,-122.349,1520,4635,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
830000,4,3,1,2020,6000,50,1220,800,47.6563,-122.401,1400,6000,0,8,1,0,1,1,0,0,0,0,0,1,0,0,0,0
1129743.75,2,2.75,2,3690,19158.125,29,3690,0,47.4485,-122.369,2310,17561.25,4,10,0,1,0,1,0,0,1,0,0,0,0,0,0,0
350500,2,1,1,1450,6380,51,1450,0,47.6924,-122.321,1240,6380,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
431000,3,1.75,1,1630,9000,62,1630,0,47.4521,-122.36,1600,11120,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
485000,3,2.5,1,1840,8250,60,1340,500,47.7767,-122.378,1970,7920,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
780000,3,1.5,1,1620,7500,69,1620,0,47.7014,-122.381,2440,7800,2,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
720000,2,1.5,1,1840,9000,61,1340,500,47.5281,-122.388,1880,7560,2,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
415000,3,1,1,1360,19158.125,47,1360,0,47.7528,-122.119,2040,17561.25,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
480000,4,1,1,2080,5500,77,1040,1040,47.6838,-122.386,1280,4000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
452250,4,2.25,1,2550,10000,39,1560,990,47.77,-122.259,2440,10000,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
316000,3,2.5,2,2550,8170,33,2550,0,47.311,-122.345,1840,8823,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
700000,2,1,1,1160,17635,73,1160,0,47.5117,-122.248,1510,13122,4,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0
285000,4,2,1,1760,5500,93,780,980,47.5183,-122.265,1510,5500,1,7,13,0,1,1,0,0,1,0,0,0,0,0,0,0
575000,3,1.75,1,1720,4050,112,860,860,47.6782,-122.314,1720,4410,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
590000,3,2.25,1,2300,12430,58,1580,720,47.435,-122.347,2500,12430,2,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
587500,4,1.75,1,2500,19158.125,62,1600,900,47.431,-122.338,2170,15026,2,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
364000,4,2.25,1.5,1750,10270,50,1750,0,47.7612,-122.31,1750,10127,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
490000,3,2.5,2,1890,10190,32,1890,0,47.6478,-122.061,2080,9794,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
410000,3,2.25,1,1800,19158.125,40,1360,440,47.4688,-122.013,2730,17561.25,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
520000,3,2.5,2,2160,4297,19,2160,0,47.5476,-122.012,2160,3968,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
389000,3,1,1,1380,6591,71,1380,0,47.7164,-122.351,1610,6594,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
450000,2,1,1,1180,6000,108,1180,0,47.6531,-122.373,1600,6000,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
325000,3,2.5,2,2550,4240,12,2550,0,47.3986,-122.169,2550,4240,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660000,2,1,1,1070,5000,94,1070,0,47.6631,-122.337,1400,4000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
850000,3,2.25,2,2870,8170,23,2250,620,47.5363,-122.385,1310,8170,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0
285000,3,2.5,2,1940,9874,28,1940,0,47.3794,-122.113,1860,8875,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
395000,2,1,1,870,3121,95,870,0,47.6659,-122.369,1570,1777,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
440000,3,2,2,1550,2401,22,1550,0,47.6545,-122.348,1550,3446,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
249000,3,1.75,1.5,1400,5648,101,1400,0,47.5133,-122.196,2320,9420,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635000,3,1.75,1.5,1210,4400,88,1210,0,47.6621,-122.288,2020,3750,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
515000,3,2.5,2,3430,19158.125,17,3430,0,47.2609,-122.27,2460,17561.25,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,3,3.25,2,3020,6073,64,3020,0,47.6332,-122.29,3020,7700,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0
200000,2,1,1,950,8100,63,950,0,47.4572,-122.351,1620,7630,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1129743.75,4,2.75,1,3370,8103,48,1970,1400,47.5232,-122.383,2120,6360,3,9,3,0,1,1,0,0,0,1,0,0,0,0,0,0
445000,4,1,1,1460,4600,72,780,680,47.566,-122.38,1560,4600,2,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
555000,3,1.5,1.5,1740,4200,98,1640,100,47.6782,-122.361,1660,3750,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
537000,4,2,1,1720,6413,68,860,860,47.5734,-122.395,1280,6413,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
315000,3,1.75,1,1480,7500,50,1480,0,47.4629,-122.187,1480,7500,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
805000,5,2.5,2,3320,7266,18,3320,0,47.5862,-122.054,3060,10269,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
